Name,Franchise_Name,Is_Franchise,Platform,Year,Release_Month,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Tetris,Tetris,1,NES,1988.0,11.0,Puzzle,Nintendo,,,2.97,0.69,1.81,0.11,5.58,,,,
Super Smash Bros.,Super Smash Bros.,0,N64,1999.0,4.0,Fighting,Nintendo,,,2.95,0.6,1.97,0.04,5.55,,,,
Assassin's Creed II,Assassin's Creed,1,PS3,2009.0,11.0,Action,Ubisoft,Ubisoft Montreal,M,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0
Assassin's Creed,Assassin's Creed,1,X360,2007.0,11.0,Adventure,Ubisoft,Ubisoft Montreal,M,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0
Forza Motorsport 3,Forza Motorsport,1,X360,2009.0,10.0,Racing,Microsoft Game Studios,Turn 10,E,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8,516.0
Super Mario Advance,Super Mario Advance,0,GBA,2001.0,6.0,Platform,Nintendo,Nintendo,E,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0
Monster Hunter Freedom Unite,Monster Hunter Freedom Unite,0,PSP,2008.0,6.0,Role-Playing,Capcom,Capcom,T,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0
Batman: Arkham City,Batman,1,PS3,2011.0,10.0,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T,2.71,1.85,0.11,0.81,5.48,96.0,42.0,8.6,2162.0
Grand Theft Auto V,Grand Theft Auto,1,XOne,2014.0,11.0,Action,Take-Two Interactive,Rockstar North,M,2.81,2.19,0.0,0.47,5.48,97.0,14.0,7.9,764.0
Mario Kart: Super Circuit,Mario Kart,1,GBA,2001.0,8.0,Racing,Nintendo,Intelligent Systems,E,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0
Super Mario World,Super Mario World,1,GBA,2001.0,,Platform,Nintendo,,,3.21,1.11,0.95,0.2,5.46,,,,
Pokemon Stadium,Pokemon Stadium,0,N64,1999.0,,Strategy,Nintendo,,,3.18,1.24,0.94,0.09,5.45,,,,
Crash Bandicoot: The Wrath of Cortex,Crash Bandicoot,1,PS2,2001.0,10.0,Platform,Universal Interactive,Traveller's Tales,E,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,156.0
Call of Duty: World at War,Call of Duty,1,PS3,2008.0,11.0,Shooter,Activision,Treyarch,M,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0
Uncharted 4: A Thief's End,Uncharted,1,PS4,2016.0,5.0,Shooter,Sony Computer Entertainment,Naughty Dog,T,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0
Dr. Mario,Dr. Mario,1,GB,1989.0,12.0,Puzzle,Nintendo,,,2.18,0.96,2.0,0.2,5.34,,,,
Final Fantasy XIII,Final Fantasy,1,PS3,2009.0,3.0,Role-Playing,Square Enix,Square Enix,T,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2483.0
Pokemon Pinball,Pokemon Pinball,1,GB,1999.0,,Misc,Nintendo,,,3.02,1.12,1.01,0.16,5.31,,,,
Final Fantasy IX,Final Fantasy,1,PS,2000.0,11.0,Role-Playing,SquareSoft,SquareSoft,T,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,779.0
Assassin's Creed III,Assassin's Creed,1,X360,2012.0,10.0,Action,Ubisoft,Ubisoft,M,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0
Final Fantasy X-2,Final Fantasy X-2,1,PS2,2003.0,11.0,Role-Playing,Electronic Arts,SquareSoft,T,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,400.0
Donkey Kong 64,Donkey Kong,1,N64,1999.0,11.0,Platform,Nintendo,,,3.33,0.79,1.09,0.06,5.27,,,,
Call of Duty: Advanced Warfare,Call of Duty,1,XOne,2014.0,11.0,Shooter,Activision,Sledgehammer Games,M,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0
Minecraft,Minecraft,1,PS3,2014.0,5.0,Misc,Sony Computer Entertainment,,,2.03,2.37,0.0,0.87,5.26,,,,
Assassin's Creed II,Assassin's Creed,1,X360,2009.0,11.0,Action,Ubisoft,Ubisoft Montreal,M,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0
Tomb Raider II,Tomb Raider,1,PS,1997.0,10.0,Action,Eidos Interactive,Core Design Ltd.,T,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,
Madden NFL 2004,Madden NFL 2004,1,PS2,,8.0,Sports,Electronic Arts,EA Tiburon,E,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0
Tomodachi Life,Tomodachi Life,0,3DS,2013.0,6.0,Simulation,Nintendo,,,0.97,2.11,1.9,0.24,5.23,,,,
New Super Mario Bros. U,New Super Mario Bros. U,0,WiiU,2012.0,11.0,Platform,Nintendo,Nintendo,E,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0
Dragon Quest VIII: Journey of the Cursed King,Dragon Quest,1,PS2,2004.0,11.0,Role-Playing,Square Enix,Level 5,T,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0
Super Mario Bros. 3,Super Mario Bros.,1,GBA,2003.0,,Platform,Nintendo,,,2.93,1.25,0.83,0.2,5.2,,,,
Professor Layton and the Curious Village,Professor Layton and the Curious Village,0,DS,2007.0,2.0,Puzzle,Nintendo,Level 5,E,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0
Super Mario Land 3: Wario Land,Super Mario Land,1,GB,1994.0,2.0,Platform,Nintendo,,,2.49,0.98,1.57,0.15,5.19,,,,
FIFA Soccer 13,FIFA Soccer,1,X360,2012.0,,Action,Electronic Arts,Electronic Arts,E,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0
Donkey Kong Country 2: Diddy's Kong Quest,Donkey Kong Country,1,SNES,1995.0,11.0,Platform,Nintendo,,,2.1,0.74,2.2,0.11,5.15,,,,
Diablo III,Diablo,1,PC,2012.0,5.0,Role-Playing,Activision,Blizzard Entertainment,M,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4,9629.0
Medal of Honor: Rising Sun,Medal of Honor,1,PS2,2003.0,11.0,Shooter,Electronic Arts,EA LA,T,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0
Kirby's Dream Land,Kirby's Dream Land,1,GB,1992.0,8.0,Platform,Nintendo,,,2.71,0.61,1.7,0.11,5.13,,,,
Microsoft Flight Simulator,Microsoft Flight Simulator,1,PC,1996.0,10.0,Simulation,Microsoft Game Studios,,,3.22,1.69,0.0,0.2,5.12,,,,
Guitar Hero II,Guitar Hero,1,PS2,2006.0,11.0,Misc,RedOctane,Harmonix Music Systems,T,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0
Fable III,Fable,1,X360,2010.0,10.0,Role-Playing,Microsoft Game Studios,Lionhead Studios,M,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0
Mario & Sonic at the Olympic Games,Mario & Sonic at the Olympic Games,1,DS,2008.0,1.0,Sports,Sega,,,1.63,2.45,0.44,0.57,5.09,,,,
Resident Evil 5,Resident Evil,1,PS3,2009.0,3.0,Action,Capcom,Capcom,M,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0
The Legend of Zelda: Phantom Hourglass,The Legend of Zelda,1,DS,2007.0,10.0,Action,Nintendo,Nintendo,E,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8,416.0
Super Mario Bros.,Super Mario Bros.,1,GB,1999.0,,Platform,Nintendo,,,3.4,1.3,0.15,0.22,5.07,,,,
FIFA Soccer 11,FIFA Soccer,1,PS3,2010.0,9.0,Sports,Electronic Arts,EA Sports,E,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8,233.0
Resident Evil,Resident Evil,1,PS,1996.0,3.0,Action,Virgin Interactive,Capcom,M,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9,266.0
Grand Theft Auto: Vice City Stories,Grand Theft Auto,1,PSP,2006.0,10.0,Action,Take-Two Interactive,Rockstar Leeds,M,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8,150.0
Tony Hawk's Pro Skater,Tony Hawk's Pro Skater,1,PS,1999.0,8.0,Sports,Activision,Neversoft Entertainment,T,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0
Warzone 2100,Warzone 2100,0,PS,1999.0,5.0,Strategy,Eidos Interactive,,,2.79,1.89,0.0,0.33,5.01,,,,
Spyro the Dragon,Spyro the Dragon,0,PS,1998.0,9.0,Platform,Sony Computer Entertainment,,,3.36,1.36,0.07,0.21,5.0,,,,
Guitar Hero III: Legends of Rock,Guitar Hero,1,PS2,2007.0,10.0,Misc,Activision,"Neversoft Entertainment, BudCat",T,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0
Link's Crossbow Training,Link's Crossbow Training,0,Wii,2007.0,11.0,Shooter,Nintendo,Nintendo,T,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Pokemon Mystery Dungeon,1,DS,2007.0,,Role-Playing,Nintendo,,,1.83,1.19,1.54,0.37,4.93,,,,
Fallout 3,Fallout,1,X360,2008.0,10.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0
Uncharted: Drake's Fortune,Uncharted,1,PS3,2007.0,11.0,Action,Sony Computer Entertainment,"Naughty Dog, SCE/WWS",T,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0
Madden NFL 06,Madden NFL,1,PS2,2005.0,8.0,Sports,Electronic Arts,EA Sports,E,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0
Diddy Kong Racing,Diddy Kong Racing,0,N64,1997.0,11.0,Racing,Nintendo,,,2.91,0.99,0.89,0.1,4.88,,,,
Monster Hunter Freedom 3,Monster Hunter Freedom,1,PSP,2010.0,12.0,Role-Playing,Capcom,,,0.0,0.0,4.87,0.0,4.87,,,,
Super Smash Bros. for Wii U and 3DS,Super Smash Bros. for Wii U and 3DS,1,WiiU,2014.0,,Fighting,Nintendo,,,2.6,1.08,0.81,0.38,4.87,,,,
Dr. Mario,Dr. Mario,1,NES,1990.0,10.0,Puzzle,Nintendo,,,2.62,0.6,1.52,0.1,4.85,,,,
StarCraft II: Wings of Liberty,StarCraft,1,PC,2010.0,7.0,Strategy,Activision,Blizzard Entertainment,T,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0
Assassin's Creed,Assassin's Creed,1,PS3,2007.0,11.0,Adventure,Ubisoft,Ubisoft Montreal,M,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0
God of War III,God of War,1,PS3,2010.0,3.0,Action,Sony Computer Entertainment,SCE Santa Monica,M,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0
Crash Team Racing,Crash Team Racing,0,PS,1999.0,9.0,Racing,Sony Computer Entertainment,Naughty Dog,E,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,233.0
LEGO Star Wars: The Complete Saga,LEGO Star Wars,1,DS,2007.0,11.0,Action,LucasArts,TT Fusion,E,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0
Driver 2,Driver,1,PS,2000.0,11.0,Action,Atari,Reflections Interactive,T,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0
Batman: Arkham City,Batman,1,X360,2011.0,10.0,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0
The Last of Us,The Last of Us,1,PS4,2014.0,,Action,Sony Computer Entertainment,,,1.88,2.0,0.07,0.77,4.71,,,,
The Simpsons: Hit & Run,The Simpsons,1,PS2,2003.0,9.0,Racing,Vivendi Games,,,1.73,2.19,0.0,0.79,4.7,,,,
Tony Hawk's Pro Skater 2,Tony Hawk's Pro Skater,1,PS,2000.0,9.0,Sports,Activision,Neversoft Entertainment,T,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0
The Lord of the Rings: The Two Towers,The Lord of the Rings,1,PS2,2002.0,10.0,Action,Electronic Arts,Stormfront Studios,T,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0
Tomb Raider,Tomb Raider,1,PS,1996.0,11.0,Action,Eidos Interactive,Core Design Ltd.,T,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0
Animal Crossing: City Folk,Animal Crossing,1,Wii,2008.0,11.0,Simulation,Nintendo,Nintendo,E,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0
Uncharted: The Nathan Drake Collection,Uncharted,1,PS4,2015.0,10.0,Action,Sony Computer Entertainment,Bluepoint Games,T,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0
The Legend of Zelda: A Link to the Past,The Legend of Zelda,1,SNES,1991.0,4.0,Action,Nintendo,,,2.42,0.91,1.15,0.13,4.61,,,,
The Legend of Zelda: The Wind Waker,The Legend of Zelda,1,GC,2002.0,3.0,Action,Nintendo,Nintendo,E,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0
Guitar Hero III: Legends of Rock,Guitar Hero,1,Wii,2007.0,10.0,Misc,Activision,Vicarious Visions,T,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0
Luigi's Mansion: Dark Moon,Luigi's Mansion,1,3DS,2013.0,3.0,Action,Nintendo,Next Level Games,E,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0
Forza Motorsport 4,Forza Motorsport,1,X360,2011.0,10.0,Racing,Microsoft Game Studios,Turn 10,E,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0
Mario & Sonic at the Olympic Winter Games,Mario & Sonic at the Olympic Winter Games,1,Wii,2009.0,10.0,Sports,Sega,,,1.87,1.96,0.22,0.48,4.53,,,,
Madden NFL 2005,Madden NFL 2005,1,PS2,2004.0,8.0,Sports,Electronic Arts,EA Tiburon,E,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0
Guitar Hero III: Legends of Rock,Guitar Hero,1,X360,2007.0,10.0,Misc,Activision,Neversoft Entertainment,T,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0
Pitfall!,Pitfall!,0,2600,1981.0,4.0,Platform,Activision,,,4.21,0.24,0.0,0.05,4.5,,,,
Madden NFL 07,Madden NFL,1,PS2,2006.0,8.0,Sports,Electronic Arts,EA Sports,E,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0
Halo 5: Guardians,Halo,1,XOne,2015.0,10.0,Shooter,Microsoft Game Studios,343 Industries,T,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0
Spider-Man: The Movie,Spider-Man,1,PS2,2002.0,4.0,Action,Activision,Treyarch,E,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0
Dragon Quest VII: Warriors of Eden,Dragon Quest,1,PS,2000.0,,Role-Playing,Enix Corporation,,,0.2,0.14,4.1,0.02,4.47,,,,
Call of Duty: Infinite Warfare,Call of Duty,1,PS4,2016.0,11.0,Shooter,Activision,Infinity Ward,M,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0
God of War,God of War,1,PS2,2005.0,3.0,Action,Sony Computer Entertainment,SCE Santa Monica,M,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0
Splatoon,Splatoon,0,WiiU,2015.0,5.0,Shooter,Nintendo,Nintendo,E10+,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0
Nintendo Land,Nintendo Land,0,WiiU,2012.0,11.0,Misc,Nintendo,Nintendo,E10+,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0
Tony Hawk's Pro Skater 3,Tony Hawk's Pro Skater,1,PS2,2001.0,10.0,Sports,Activision,Neversoft Entertainment,T,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0
Winning Eleven: Pro Evolution Soccer 2007,Winning Eleven,1,PS2,2006.0,2.0,Sports,Konami Digital Entertainment,Konami,E,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0
The Elder Scrolls IV: Oblivion,The Elder Scrolls,1,X360,2006.0,7.0,Role-Playing,Take-Two Interactive,Bethesda Softworks,M,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0
Zelda II: The Adventure of Link,Zelda,0,NES,1987.0,9.0,Adventure,Nintendo,,,2.19,0.5,1.61,0.08,4.38,,,,
Need for Speed: Most Wanted,Need for Speed,1,PS2,2005.0,11.0,Racing,Electronic Arts,EA Canada,T,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0
Michael Jackson: The Experience,Michael Jackson,1,Wii,2010.0,11.0,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0
Call of Duty: Advanced Warfare,Call of Duty,1,PS3,2014.0,11.0,Shooter,Activision,High Moon Studios,M,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0
Resistance: Fall of Man,Resistance,1,PS3,2006.0,11.0,Shooter,Sony Computer Entertainment,Insomniac Games,M,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0
Sonic the Hedgehog,Sonic the Hedgehog,1,GEN,1991.0,6.0,Platform,Sega,,,3.03,0.91,0.26,0.13,4.34,,,,
Kingdom Hearts II,Kingdom Hearts,1,PS2,2005.0,3.0,Role-Playing,Square Enix,Square Enix,E10+,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9,766.0
The Legend of Zelda: Ocarina of Time,The Legend of Zelda,1,3DS,2011.0,,Action,Nintendo,,,2.09,1.31,0.62,0.31,4.33,,,,
Super Mario 3D World,Super Mario 3D World,0,WiiU,2013.0,11.0,Platform,Nintendo,Nintendo,E,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9,1607.0
Minecraft,Minecraft,1,PS4,2014.0,10.0,Misc,Sony Computer Entertainment Europe,,,1.48,2.02,0.14,0.68,4.32,,,,
Asteroids,Asteroids,1,2600,1980.0,1.0,Shooter,Atari,,,4.0,0.26,0.0,0.05,4.31,,,,
Call of Duty: Advanced Warfare,Call of Duty,1,X360,2014.0,11.0,Shooter,Activision,High Moon Studios,M,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0
FIFA 15,FIFA,1,PS3,2014.0,9.0,Sports,Electronic Arts,EA Sports,E,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0
Fable II,Fable,1,X360,2008.0,10.0,Role-Playing,Microsoft Game Studios,Lionhead Studios,M,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0
Namco Museum,Namco Museum,1,GBA,2001.0,6.0,Misc,Namco Bandai Games,Mass Media,E,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0
Batman: Arkham Asylum,Batman,1,PS3,2009.0,8.0,Action,Eidos Interactive,Rocksteady Studios,T,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0
Metal Gear Solid 3: Snake Eater,Metal Gear Solid,1,PS2,2004.0,11.0,Action,Konami Digital Entertainment,KCEJ,M,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0
Assassin's Creed: Revelations,Assassin's Creed,1,PS3,2011.0,11.0,Action,Ubisoft,Ubisoft Montreal,M,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0
Fallout 4,Fallout,1,XOne,2015.0,11.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0
FIFA 14,FIFA,1,X360,2013.0,9.0,Sports,Electronic Arts,EA Canada,E,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0
Daxter,Daxter,0,PSP,2006.0,3.0,Platform,Sony Computer Entertainment,Ready at Dawn,E10+,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0
Warcraft II: Tides of Darkness,Warcraft,1,PC,1995.0,4.0,Strategy,Activision,,,1.7,2.27,0.0,0.23,4.21,,,,
FIFA Soccer 06,FIFA Soccer,1,PS2,2005.0,10.0,Sports,Electronic Arts,EA Canada,E,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0
EyeToy Play,EyeToy Play,1,PS2,2003.0,11.0,Misc,Sony Computer Entertainment,"SCEE, Zoe Mode",E,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0
Gran Turismo 5 Prologue,Gran Turismo 5 Prologue,0,PS3,2007.0,4.0,Racing,Sony Computer Entertainment,Polyphony Digital,E,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0
Assassin's Creed: Revelations,Assassin's Creed,1,X360,2011.0,11.0,Action,Ubisoft,Ubisoft Montreal,M,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0
FIFA 12,FIFA,1,X360,2011.0,,Sports,Electronic Arts,,,0.84,2.78,0.02,0.53,4.18,,,,
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1,NES,1989.0,6.0,Action,Palcom,,,3.38,0.44,0.31,0.04,4.17,,,,
Street Fighter IV,Street Fighter,1,PS3,2009.0,2.0,Fighting,Capcom,Capcom,T,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0
Excitebike,Excitebike,1,NES,1984.0,10.0,Racing,Nintendo,,,2.04,0.48,1.57,0.07,4.16,,,,
Frogger,Frogger,1,PS,1997.0,9.0,Action,Hasbro Interactive,,,3.79,0.27,0.0,0.11,4.16,,,,
Madden NFL 2003,Madden NFL 2003,1,PS2,2002.0,8.0,Sports,Electronic Arts,EA Sports,E,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0
Half-Life,Half-Life,1,PC,1997.0,11.0,Shooter,Vivendi Games,Valve Software,M,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0
Super Mario World 2: Yoshi's Island,Super Mario World,1,SNES,1995.0,10.0,Platform,Nintendo,,,1.65,0.61,1.76,0.09,4.12,,,,
FIFA Soccer 07,FIFA Soccer,1,PS2,2006.0,,Sports,Electronic Arts,,,0.71,2.48,0.03,0.89,4.11,,,,
Street Fighter II Turbo,Street Fighter II Turbo,0,SNES,1992.0,8.0,Fighting,Capcom,,,1.42,0.51,2.1,0.07,4.1,,,,
World of Warcraft: The Burning Crusade,World of Warcraft,1,PC,2007.0,1.0,Role-Playing,Activision,Blizzard Entertainment,T,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0
Battlefield 1,Battlefield,1,PS4,2016.0,10.0,Shooter,Electronic Arts,EA DICE,M,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0
God of War II,God of War,1,PS2,2007.0,3.0,Action,Sony Computer Entertainment,SCE Santa Monica,M,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0
World Soccer Winning Eleven 9,World Soccer Winning Eleven,1,PS2,2005.0,2.0,Sports,Konami Digital Entertainment,Konami,E,0.12,2.26,0.9,0.77,4.06,,,8.2,23.0
Fallout: New Vegas,Fallout,1,X360,2010.0,10.0,Role-Playing,Bethesda Softworks,Obsidian Entertainment,M,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0
Forza Motorsport 2,Forza Motorsport,1,X360,2007.0,5.0,Racing,Microsoft Game Studios,Turn 10,E,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0
Carnival Games,Carnival Games,1,Wii,2007.0,8.0,Misc,Take-Two Interactive,Cat Daddy Games,E,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6,44.0
Watch Dogs,Watch Dogs,1,PS4,2014.0,5.0,Action,Ubisoft,Ubisoft Montreal,M,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0
Namco Museum Vol.3,Namco Museum Vol.3,0,PS,1996.0,1.0,Misc,Sony Computer Entertainment,,,2.28,1.55,0.16,0.06,4.05,,,,
Tekken Tag Tournament,Tekken Tag Tournament,1,PS2,2000.0,10.0,Fighting,Namco Bandai Games,Namco,T,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0
Far Cry 4,Far Cry,1,PS4,2014.0,11.0,Shooter,Ubisoft,Ubisoft Montreal,M,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0
Star Fox 64,Star Fox,1,N64,1997.0,7.0,Shooter,Nintendo,,,2.78,0.58,0.64,0.04,4.03,,,,
Golf,Golf,1,NES,1984.0,10.0,Sports,Nintendo,,,1.22,0.28,2.46,0.04,4.01,,,,
Namco Museum: 50th Anniversary,Namco Museum,1,PS2,2005.0,8.0,Misc,Namco Bandai Games,Digital Eclipse,E10+,2.08,1.35,0.0,0.54,3.98,61.0,21.0,tbd,
Left 4 Dead 2,Left 4 Dead,1,X360,2009.0,11.0,Shooter,Electronic Arts,Valve Software,M,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0
The Witcher 3: Wild Hunt,The Witcher,1,PS4,2015.0,5.0,Role-Playing,Namco Bandai Games,CD Projekt Red Studio,M,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0
Assassin's Creed: Unity,Assassin's Creed,1,PS4,2014.0,11.0,Action,Ubisoft,"Ubisoft, Ubisoft Montreal",M,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0
Batman: Arkham Knight,Batman,1,PS4,2015.0,6.0,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,M,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0
The Legend of Zelda: Skyward Sword,The Legend of Zelda,1,Wii,2011.0,11.0,Action,Nintendo,Nintendo,E10+,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8,1958.0
Fallout 3,Fallout,1,PS3,2008.0,10.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8,910.0
Professor Layton and the Diabolical Box,Professor Layton and the Diabolical Box,0,DS,2007.0,8.0,Puzzle,Nintendo,Level 5,E10+,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0
Donkey Kong Land,Donkey Kong Land,1,GB,1994.0,7.0,Platform,Nintendo,,,1.97,0.76,1.07,0.11,3.91,,,,
EA Sports Active,EA Sports Active,1,Wii,2009.0,5.0,Sports,Electronic Arts,EA Canada,E,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0
Tony Hawk's Underground,Tony Hawk's Underground,1,PS2,2003.0,10.0,Sports,Activision,Neversoft Entertainment,T,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0
Monster Hunter 4 Ultimate,Monster Hunter 4 Ultimate,0,3DS,2014.0,2.0,Role-Playing,Nintendo,Capcom,T,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0
The Elder Scrolls V: Skyrim,The Elder Scrolls,1,PC,2011.0,11.0,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0
NBA 2K16,NBA 2K16,1,PS4,2015.0,9.0,Sports,Take-Two Interactive,Visual Concepts,E10+,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0
